MonthYr,Population,Employed,Unemployed,LabourForce,NotInLabourForce,UnempRate,LFPRate,Party,PrimeMinister,AnnPopGrowth
2/1/2000,23963.5,14672.2,1081.1,15753.3,8210.2,0.068626891,0.657387276,Liberal,Jean Chretien,0.012305574
3/1/2000,23988.6,14697.5,1082.3,15779.8,8208.8,0.068587688,0.657804124,Liberal,Jean Chretien,0.012454893
4/1/2000,24014.6,14722.7,1064.5,15787.2,8227.4,0.067428043,0.657400082,Liberal,Jean Chretien,0.012590656
5/1/2000,24048.5,14736.4,1047.5,15783.9,8264.6,0.066365094,0.656336154,Liberal,Jean Chretien,0.012999212
6/1/2000,24076.3,14746.8,1061,15807.8,8268.5,0.067118764,0.656570985,Liberal,Jean Chretien,0.012898774
7/1/2000,24102.5,14750.4,1068,15818.4,8284.1,0.06751631,0.656297065,Liberal,Jean Chretien,0.013012285
8/1/2000,24134.6,14770.3,1113.1,15883.4,8251.2,0.070079454,0.658117392,Liberal,Jean Chretien,0.013181868
9/1/2000,24162.1,14812.2,1104.1,15916.3,8245.8,0.069369137,0.658729994,Liberal,Jean Chretien,0.013306885
10/1/2000,24189.6,14835.3,1120.4,15955.7,8233.9,0.07021942,0.659609915,Liberal,Jean Chretien,0.013423156
11/1/2000,24216.4,14871.4,1110.7,15982.1,8234.3,0.069496499,0.659970103,Liberal,Jean Chretien,0.013543829
12/1/2000,24241.9,14920,1083.2,16003.2,8238.7,0.067686463,0.660146276,Liberal,Jean Chretien,0.013669245
1/1/2001,24255.3,14894.4,1100.1,15994.5,8260.8,0.068779893,0.659422889,Liberal,Jean Chretien,0.013263541
2/1/2001,24280.4,14883.9,1120.5,16004.4,8276,0.070011997,0.659148943,Liberal,Jean Chretien,0.013224279
3/1/2001,24308.1,14888.7,1144.6,16033.3,8274.8,0.071388922,0.659586722,Liberal,Jean Chretien,0.013318826
4/1/2001,24344.9,14922.3,1144.7,16067,8277.9,0.07124541,0.659973958,Liberal,Jean Chretien,0.013754133
5/1/2001,24375.1,14946.2,1130.6,16076.8,8298.3,0.07032494,0.65955832,Liberal,Jean Chretien,0.013580889
6/1/2001,24406.3,14922.5,1162.6,16085.1,8321.2,0.072278071,0.659055244,Liberal,Jean Chretien,0.013706425
7/1/2001,24442.1,14946.3,1137.7,16084,8358.1,0.070734892,0.658044931,Liberal,Jean Chretien,0.014089825
8/1/2001,24470.7,14948.5,1163.9,16112.4,8358.3,0.07223629,0.658436416,Liberal,Jean Chretien,0.013926065
9/1/2001,24498.4,14972.8,1158.7,16131.5,8366.9,0.07182841,0.658471574,Liberal,Jean Chretien,0.013918492
10/1/2001,24525.1,14976.9,1182.9,16159.8,8365.3,0.073200163,0.658908628,Liberal,Jean Chretien,0.013869597
11/1/2001,24550.9,14990.3,1209.4,16199.7,8351.2,0.074655704,0.659841391,Liberal,Jean Chretien,0.013812953
12/1/2001,24575,14965.6,1310.4,16276,8299,0.080511182,0.662299084,Liberal,Jean Chretien,0.013740672
1/1/2002,24608.4,15018.4,1305.9,16324.3,8284.1,0.079997305,0.663362917,Liberal,Jean Chretien,0.014557643
2/1/2002,24634,15038.7,1299.6,16338.3,8295.7,0.079543159,0.663241861,Liberal,Jean Chretien,0.014563187
3/1/2002,24662.4,15114.2,1295.2,16409.4,8253,0.078930369,0.665361035,Liberal,Jean Chretien,0.014575388
4/1/2002,24699.4,15165.9,1265.5,16431.4,8268,0.077017174,0.665255026,Liberal,Jean Chretien,0.014561571
5/1/2002,24729.8,15221.8,1281.8,16503.6,8226.2,0.077667903,0.667356792,Liberal,Jean Chretien,0.014551735
6/1/2002,24761,15278.9,1262.6,16541.5,8219.5,0.076329233,0.668046525,Liberal,Jean Chretien,0.014533133
7/1/2002,24795.8,15327.9,1265.7,16593.6,8202.2,0.076276396,0.669210108,Liberal,Jean Chretien,0.014470933
8/1/2002,24818.6,15412.5,1233.8,16646.3,8172.3,0.074118573,0.670718735,Liberal,Jean Chretien,0.014217002
9/1/2002,24845.8,15415.9,1257.4,16673.3,8172.5,0.075413985,0.671071167,Liberal,Jean Chretien,0.014180518
10/1/2002,24868.1,15422.1,1263.8,16685.9,8182.2,0.075740595,0.67097607,Liberal,Jean Chretien,0.013985672
11/1/2002,24889.7,15474.6,1245.1,16719.7,8170,0.07446904,0.671751769,Liberal,Jean Chretien,0.013799901
12/1/2002,24909.8,15522.9,1265.5,16788.4,8121.4,0.075379429,0.673967675,Liberal,Jean Chretien,0.013623601
1/1/2003,24932.7,15542.7,1253.6,16796.3,8136.4,0.074635485,0.673665508,Liberal,Jean Chretien,0.013178427
2/1/2003,24953.8,15596,1263,16859,8094.8,0.074915475,0.675608525,Liberal,Jean Chretien,0.012982057
3/1/2003,24978.6,15598.9,1247.4,16846.3,8132.3,0.074045933,0.674429311,Liberal,Jean Chretien,0.012821137
4/1/2003,25009.7,15593,1284.3,16877.3,8132.4,0.076096295,0.674830166,Liberal,Jean Chretien,0.012563058
5/1/2003,25035.1,15576.3,1325.9,16902.2,8132.9,0.078445409,0.675140103,Liberal,Jean Chretien,0.012345429
6/1/2003,25068.7,15632.7,1283.2,16915.9,8152.8,0.075857625,0.6747817,Liberal,Jean Chretien,0.0124268
7/1/2003,25095.9,15650.3,1303.4,16953.7,8142.2,0.076879973,0.675556565,Liberal,Jean Chretien,0.012102856
8/1/2003,25121.7,15649.6,1326.2,16975.8,8145.9,0.078122975,0.675742486,Liberal,Jean Chretien,0.012212615
9/1/2003,25154,15681.3,1333.4,17014.7,8139.3,0.078367529,0.676421245,Liberal,Jean Chretien,0.012404511
10/1/2003,25179.6,15731,1287.8,17018.8,8160.8,0.07566926,0.675896361,Liberal,Jean Chretien,0.012526088
11/1/2003,25203.7,15781.3,1259.9,17041.2,8162.5,0.073932587,0.676138821,Liberal,Jean Chretien,0.01261566
12/1/2003,25225.6,15817,1251.6,17068.6,8157,0.073327631,0.676638019,Liberal,Transfer,0.012677741
1/1/2004,25250,15819,1253.5,17072.5,8177.5,0.07342217,0.676138614,Liberal,Paul Martin,0.012726259
2/1/2004,25276.5,15834.5,1249.5,17084,8192.5,0.073138609,0.675884715,Liberal,Paul Martin,0.012931898
3/1/2004,25302.8,15846.8,1249.9,17096.7,8206.1,0.073107676,0.675684114,Liberal,Paul Martin,0.01297911
4/1/2004,25330.1,15885.9,1231.9,17117.8,8212.3,0.071966024,0.675788884,Liberal,Paul Martin,0.012811029
5/1/2004,25358.7,15906.5,1210.7,17117.2,8241.5,0.070730026,0.675003056,Liberal,Paul Martin,0.012925852
6/1/2004,25395.6,15924.5,1237.9,17162.4,8233.2,0.072128607,0.675802107,Liberal,Paul Martin,0.013040166
7/1/2004,25425.1,15936.3,1209.4,17145.7,8279.4,0.070536636,0.674361163,Liberal,Paul Martin,0.013117681
8/1/2004,25459.9,15933.6,1200.5,17134.1,8325.8,0.070064958,0.67298379,Liberal,Paul Martin,0.013462465
9/1/2004,25487.3,15977,1192.9,17169.9,8317.4,0.069476235,0.673664923,Liberal,Paul Martin,0.013250378
10/1/2004,25513.4,15986.9,1215.7,17202.6,8310.8,0.07066955,0.674257449,Liberal,Paul Martin,0.013256763
11/1/2004,25537.2,16003.5,1241.1,17244.6,8292.6,0.071970356,0.675273718,Liberal,Paul Martin,0.013232184
12/1/2004,25560.2,16016.7,1229.9,17246.6,8313.6,0.071312607,0.674744329,Liberal,Paul Martin,0.013264303
1/1/2005,25585.5,16031.5,1200.4,17231.9,8353.6,0.0696615,0.67350257,Liberal,Paul Martin,0.013287129
2/1/2005,25613.5,16049.7,1210.6,17260.3,8353.2,0.070137831,0.673875105,Liberal,Paul Martin,0.013332542
3/1/2005,25640.9,16050.1,1184.6,17234.7,8406.2,0.068733427,0.672156594,Liberal,Paul Martin,0.013362158
4/1/2005,25668.9,16075.8,1162.4,17238.2,8430.7,0.067431634,0.671559747,Liberal,Paul Martin,0.013375391
5/1/2005,25706.5,16073.5,1203.8,17277.3,8429.2,0.069675239,0.672098496,Liberal,Paul Martin,0.013715214
6/1/2005,25738.6,16100.1,1172.7,17272.8,8465.8,0.067892872,0.671085451,Liberal,Paul Martin,0.013506277
7/1/2005,25771.7,16140.9,1156.6,17297.5,8474.2,0.066865154,0.671181955,Liberal,Paul Martin,0.013632198
8/1/2005,25810.4,16180.6,1161.1,17341.7,8468.7,0.06695422,0.671888076,Liberal,Paul Martin,0.013766747
9/1/2005,25839.5,16165.9,1162.9,17328.8,8510.7,0.067107936,0.670632172,Liberal,Paul Martin,0.013818647
10/1/2005,25867.3,16206.8,1165.3,17372.1,8495.2,0.067078822,0.671585361,Liberal,Paul Martin,0.013871142
11/1/2005,25894.4,16232.8,1101.3,17334.1,8560.3,0.063533728,0.669415009,Liberal,Paul Martin,0.013987438
12/1/2005,25918.9,16226.4,1144.4,17370.8,8548.1,0.065880673,0.670198195,Liberal,Paul Martin,0.014033537
1/1/2006,25953.3,16218.5,1148.3,17366.8,8586.5,0.066120414,0.669155753,Liberal,Paul Martin,0.01437533
2/1/2006,25979.3,16249.2,1113,17362.2,8617.1,0.064104779,0.668309,Transfer,Transfer,0.014281531
3/1/2006,26007.2,16300.2,1109.8,17410,8597.2,0.063744974,0.669430004,Conservative,Stephen Harper,0.01428577
4/1/2006,26036.5,16333,1106.2,17439.2,8597.3,0.063431809,0.669798168,Conservative,Stephen Harper,0.014320832
5/1/2006,26074.7,16408.9,1067.9,17476.8,8597.9,0.061103863,0.67025891,Conservative,Stephen Harper,0.014323226
6/1/2006,26107.2,16398.1,1069.5,17467.6,8639.6,0.061227644,0.669072133,Conservative,Stephen Harper,0.014320903
7/1/2006,26139,16406.3,1117.3,17523.6,8615.4,0.06375973,0.670400551,Conservative,Stephen Harper,0.014252067
8/1/2006,26177.4,16405.8,1124.6,17530.4,8647,0.064151417,0.669676897,Conservative,Stephen Harper,0.014219074
9/1/2006,26206.2,16422.3,1125.2,17547.5,8658.7,0.064123094,0.669593455,Conservative,Stephen Harper,0.014191451
10/1/2006,26234.3,16441,1083.9,17524.9,8709.4,0.06184914,0.668014775,Conservative,Stephen Harper,0.014187797
11/1/2006,26261,16447.8,1117.8,17565.6,8695.4,0.063635743,0.668885419,Conservative,Stephen Harper,0.014157501
12/1/2006,26285.8,16513.8,1092.1,17605.9,8679.9,0.062030342,0.66978749,Conservative,Stephen Harper,0.014155693
1/1/2007,26314.7,16576.6,1117.7,17694.3,8620.4,0.063167235,0.672411238,Conservative,Stephen Harper,0.013925011
2/1/2007,26335.7,16588.7,1101.3,17690,8645.7,0.062255512,0.671711783,Conservative,Stephen Harper,0.013718614
3/1/2007,26359.9,16645.4,1095.7,17741.1,8618.8,0.061760545,0.673033661,Conservative,Stephen Harper,0.013561629
4/1/2007,26391.8,16611.2,1102.5,17713.7,8678.1,0.062239961,0.671181958,Conservative,Stephen Harper,0.013646227
5/1/2007,26419.3,16645.7,1069.9,17715.6,8703.7,0.0603931,0.670555238,Conservative,Stephen Harper,0.013215876
6/1/2007,26449.2,16689.7,1088.4,17778.1,8671.1,0.06122139,0.672160217,Conservative,Stephen Harper,0.013099835
7/1/2007,26487.2,16739.7,1070,17809.7,8677.5,0.06007962,0.672388927,Conservative,Stephen Harper,0.013321091
8/1/2007,26517.6,16759.9,1056.5,17816.4,8701.2,0.059299297,0.671870758,Conservative,Stephen Harper,0.012995943
9/1/2007,26547,16803.8,1046,17849.8,8697.2,0.058600096,0.672384827,Conservative,Stephen Harper,0.013004556
10/1/2007,26576.1,16855.8,1051,17906.8,8669.3,0.058692787,0.673793371,Conservative,Stephen Harper,0.013028745
11/1/2007,26603.6,16866.6,1093.8,17960.4,8643.2,0.060900648,0.675111639,Conservative,Stephen Harper,0.013045962
12/1/2007,26629.3,16859.2,1089.5,17948.7,8680.6,0.060700775,0.674020722,Conservative,Stephen Harper,0.013067892
1/1/2008,26659.4,16910.9,1067.6,17978.5,8680.9,0.05938204,0.674377518,Conservative,Stephen Harper,0.013099142
2/1/2008,26683.3,16940,1083.7,18023.7,8659.6,0.060126389,0.675467427,Conservative,Stephen Harper,0.013198814
3/1/2008,26710.8,16922.9,1110.2,18033.1,8677.7,0.061564567,0.67512392,Conservative,Stephen Harper,0.013311887
4/1/2008,26745.3,16939.7,1096.8,18036.5,8708.8,0.060810024,0.674380171,Conservative,Stephen Harper,0.013394312
5/1/2008,26775.8,16952.8,1100.7,18053.5,8722.3,0.060968787,0.674246895,Conservative,Stephen Harper,0.013493923
6/1/2008,26815.7,16939.6,1091,18030.6,8785.1,0.060508247,0.672389682,Conservative,Stephen Harper,0.013856752
7/1/2008,26849.7,16927.3,1104,18031.3,8818.4,0.061226867,0.671564301,Conservative,Stephen Harper,0.013685856
8/1/2008,26881.6,16958.5,1097.6,18056.1,8825.5,0.060788321,0.671689929,Conservative,Stephen Harper,0.013726732
9/1/2008,26918.8,17006.6,1113.6,18120.2,8798.6,0.061456275,0.673142934,Conservative,Stephen Harper,0.014005349
10/1/2008,26948.7,17049.2,1136.4,18185.6,8763.1,0.062489002,0.674822904,Conservative,Stephen Harper,0.014020116
11/1/2008,26977,16955.4,1193.4,18148.8,8828.2,0.065756414,0.672750862,Conservative,Stephen Harper,0.014035694
12/1/2008,27003.6,16925.9,1253.1,18179,8824.6,0.068931184,0.673206535,Conservative,Stephen Harper,0.014055946
1/1/2009,27030.3,16792.9,1348.3,18141.2,8889.1,0.074322537,0.671143125,Conservative,Stephen Harper,0.013912541
2/1/2009,27060.9,16735.8,1456.1,18191.9,8869,0.080041117,0.672257759,Conservative,Stephen Harper,0.014151173
3/1/2009,27090,16720.9,1488.6,18209.5,8880.5,0.081748538,0.672185308,Conservative,Stephen Harper,0.014196505
4/1/2009,27120.5,16666.8,1517.3,18184.1,8936.4,0.083441028,0.670492801,Conservative,Stephen Harper,0.014028633
5/1/2009,27152.4,16644.5,1577.9,18222.4,8930,0.086591228,0.671115629,Conservative,Stephen Harper,0.014064939
6/1/2009,27193.5,16634.8,1588.7,18223.5,8970,0.087178643,0.670141762,Conservative,Stephen Harper,0.014088761
7/1/2009,27226.7,16643,1587,18230,8996.7,0.087054306,0.669563333,Conservative,Stephen Harper,0.014041125
8/1/2009,27259.8,16638.6,1573.8,18212.4,9047.4,0.086413652,0.668104682,Conservative,Stephen Harper,0.014069103
9/1/2009,27297.8,16662.5,1532.8,18195.3,9102.5,0.084241535,0.66654822,Conservative,Stephen Harper,0.014079379
10/1/2009,27326.5,16665.1,1550.1,18215.2,9111.3,0.085099258,0.6665764,Conservative,Stephen Harper,0.014019229
11/1/2009,27353.1,16747.1,1562.8,18309.9,9043.2,0.085352733,0.669390307,Conservative,Stephen Harper,0.013941506
12/1/2009,27377.2,16732.2,1546.3,18278.5,9098.7,0.084596657,0.667654106,Conservative,Stephen Harper,0.013835192
1/1/2010,27403.2,16758.7,1523.1,18281.8,9121.4,0.083312365,0.667141064,Conservative,Stephen Harper,0.013795629
2/1/2010,27431.9,16779.8,1520,18299.8,9132.1,0.083061017,0.667099253,Conservative,Stephen Harper,0.013709817
3/1/2010,27460.8,16799.2,1517.1,18316.3,9144.5,0.082827864,0.666998048,Conservative,Stephen Harper,0.013687708
4/1/2010,27491.2,16872.6,1506,18378.6,9112.6,0.08194313,0.668526656,Conservative,Stephen Harper,0.013668627
5/1/2010,27522,16898,1493.3,18391.3,9130.7,0.081196,0.668239953,Conservative,Stephen Harper,0.013612056
6/1/2010,27563.8,16956.7,1471.4,18428.1,9135.7,0.079845453,0.668561664,Conservative,Stephen Harper,0.013617225
7/1/2010,27597.6,16970.2,1482.9,18453.1,9144.5,0.080360481,0.668648723,Conservative,Stephen Harper,0.013622657
8/1/2010,27635.9,16984,1502,18486,9149.9,0.081250676,0.668912538,Conservative,Stephen Harper,0.013796873
9/1/2010,27664.3,16939,1510,18449,9215.3,0.081847255,0.666888372,Conservative,Stephen Harper,0.01342599
10/1/2010,27690.5,16965.2,1469.7,18434.9,9255.6,0.079723785,0.665748181,Conservative,Stephen Harper,0.013320403
11/1/2010,27715,16995.4,1419.3,18414.7,9300.3,0.077074294,0.664430814,Conservative,Stephen Harper,0.013230676
12/1/2010,27736.7,17040.5,1426.7,18467.2,9269.5,0.077255892,0.665803791,Conservative,Stephen Harper,0.013131365
1/1/2011,27758.6,17099.8,1444.5,18544.3,9214.3,0.077894555,0.668056026,Conservative,Stephen Harper,0.012969288
2/1/2011,27781.1,17100.2,1436.1,18536.3,9244.8,0.077475008,0.667227,Conservative,Stephen Harper,0.012729705
3/1/2011,27804.1,17120.9,1424.1,18545,9259.1,0.076791588,0.666987962,Conservative,Stephen Harper,0.012501457
4/1/2011,27829.4,17150.7,1428.1,18578.8,9250.6,0.076867182,0.667596139,Conservative,Stephen Harper,0.012302118
5/1/2011,27861.9,17144.4,1408.6,18553,9308.9,0.075923031,0.665891414,Conservative,Stephen Harper,0.01235012
6/1/2011,27890.6,17178.2,1409.7,18587.9,9302.7,0.075839659,0.666457516,Conservative,Stephen Harper,0.01185613
7/1/2011,27917.9,17201.3,1363.5,18564.8,9353.1,0.073445445,0.664978383,Conservative,Stephen Harper,0.011606082
8/1/2011,27952,17225.8,1356.8,18582.6,9369.4,0.07301454,0.66480395,Conservative,Stephen Harper,0.011438021
9/1/2011,27978.2,17244,1377.2,18621.2,9357,0.073958714,0.665561044,Conservative,Stephen Harper,0.011346754
10/1/2011,28003.8,17212.2,1385.1,18597.3,9406.5,0.074478553,0.664099158,Conservative,Stephen Harper,0.01131435
11/1/2011,28027.9,17204.4,1413.4,18617.8,9410.1,0.075916596,0.664259541,Conservative,Stephen Harper,0.011289915
12/1/2011,28053.1,17219.4,1392.3,18611.7,9441.4,0.074807782,0.663445395,Conservative,Stephen Harper,0.011407269
1/1/2012,28077.5,17201.7,1435.9,18637.6,9439.9,0.077043182,0.663791292,Conservative,Stephen Harper,0.011488332
2/1/2012,28101.8,17197.7,1393.4,18591.1,9510.7,0.074949842,0.661562605,Conservative,Stephen Harper,0.011543819
3/1/2012,28126.4,17274.8,1356.7,18631.5,9494.9,0.07281754,0.66242036,Conservative,Stephen Harper,0.011591816
4/1/2012,28160.1,17370,1362.6,18732.6,9427.5,0.072739502,0.665217808,Conservative,Stephen Harper,0.011883116
5/1/2012,28188.4,17354.3,1391.8,18746.1,9442.3,0.074244776,0.665028877,Conservative,Stephen Harper,0.011718512
6/1/2012,28218.9,17374.7,1355.1,18729.8,9489.1,0.072349945,0.663732463,Conservative,Stephen Harper,0.011770991
7/1/2012,28253.8,17366.9,1364,18730.9,9522.9,0.072820847,0.662951532,Conservative,Stephen Harper,0.012031707
8/1/2012,28279.3,17404.8,1362.9,18767.7,9511.6,0.072619447,0.663655041,Conservative,Stephen Harper,0.011709359
9/1/2012,28304.1,17451.2,1367.3,18818.5,9485.6,0.072657226,0.664868341,Conservative,Stephen Harper,0.011648355
10/1/2012,28329.6,17446.6,1406.7,18853.3,9476.3,0.074612932,0.665498277,Conservative,Stephen Harper,0.011634135
11/1/2012,28353.9,17459.5,1388.3,18847.8,9506.1,0.073658464,0.664733952,Conservative,Stephen Harper,0.011631267
12/1/2012,28376.5,17489.5,1373.1,18862.6,9513.9,0.072794843,0.664726094,Conservative,Stephen Harper,0.011528138
1/1/2013,28399.7,17508,1340.9,18848.9,9550.8,0.07113943,0.663700673,Conservative,Stephen Harper,0.011475381
2/1/2013,28417.8,17553.8,1339,18892.8,9525,0.07087356,0.664822752,Conservative,Stephen Harper,0.011244831
3/1/2013,28442.2,17508.4,1380.5,18888.9,9553.3,0.073085251,0.664115293,Conservative,Stephen Harper,0.011227886
4/1/2013,28475,17533.5,1357.4,18890.9,9584.1,0.071854703,0.663420544,Conservative,Stephen Harper,0.011182489
5/1/2013,28504.1,17596.5,1333.2,18929.7,9574.4,0.070429008,0.664104462,Conservative,Stephen Harper,0.011199642
6/1/2013,28533.5,17589,1357.3,18946.3,9587.2,0.071639317,0.664001963,Conservative,Stephen Harper,0.011148556
7/1/2013,28566.9,17585.3,1351.4,18936.7,9630.2,0.071364071,0.662889568,Conservative,Stephen Harper,0.011081695
8/1/2013,28592.4,17614,1348.4,18962.4,9630,0.071109142,0.663197213,Conservative,Stephen Harper,0.011071703
9/1/2013,28622.4,17601.9,1343,18944.9,9677.5,0.070889791,0.661890687,Conservative,Stephen Harper,0.011245721
10/1/2013,28646.3,17607,1350.8,18957.8,9688.5,0.071252993,0.661788782,Conservative,Stephen Harper,0.01117912
11/1/2013,28668.7,17628,1328.6,18956.6,9712.1,0.070086408,0.661229843,Conservative,Stephen Harper,0.011102529
12/1/2013,28688.9,17614.4,1378.3,18992.7,9696.2,0.072569987,0.662022594,Conservative,Stephen Harper,0.01100911
1/1/2014,28708.4,17629,1343.8,18972.8,9735.6,0.070827711,0.660879743,Conservative,Stephen Harper,0.010869833
2/1/2014,28726.7,17637.4,1350.6,18988,9738.7,0.071129134,0.660987861,Conservative,Stephen Harper,0.010869948
3/1/2014,28750.6,17638.4,1330.8,18969.2,9781.4,0.070155832,0.659784491,Conservative,Stephen Harper,0.010843043
4/1/2014,28782.1,17629.1,1341.7,18970.8,9811.3,0.070724482,0.659117993,Conservative,Stephen Harper,0.010784899
5/1/2014,28808.4,17618,1336.3,18954.3,9854.1,0.070501153,0.657943516,Conservative,Stephen Harper,0.010675657
6/1/2014,28841.5,17634.1,1347.8,18981.9,9859.6,0.071004483,0.658145381,Conservative,Stephen Harper,0.010794329
7/1/2014,28866.2,17688.8,1349.5,19038.3,9827.9,0.07088343,0.659536066,Conservative,Stephen Harper,0.010477161
8/1/2014,28888.8,17663,1324.8,18987.8,9901,0.069771116,0.657272022,Conservative,Stephen Harper,0.010366391
9/1/2014,28912.9,17705.9,1308.8,19014.7,9898.2,0.068830957,0.657654542,Conservative,Stephen Harper,0.010149393
10/1/2014,28930.2,17736.7,1269.9,19006.6,9923.6,0.066813633,0.656981286,Conservative,Stephen Harper,0.009910529
11/1/2014,28947.1,17740.4,1274.4,19014.8,9932.3,0.067021478,0.656881,Conservative,Stephen Harper,0.009710939
12/1/2014,28961.9,17713.9,1267.3,18981.2,9980.7,0.066766063,0.655385178,Conservative,Stephen Harper,0.009515875
1/1/2015,28972.2,17740,1267.2,19007.2,9965,0.066669473,0.656049592,Conservative,Stephen Harper,0.009188948
2/1/2015,28985,17755.5,1297.4,19052.9,9932.1,0.068094621,0.657336553,Conservative,Stephen Harper,0.008991635
3/1/2015,29000.2,17767.7,1310.8,19078.5,9921.7,0.068705611,0.657874773,Conservative,Stephen Harper,0.008681558
4/1/2015,29016.8,17750.3,1317.6,19067.9,9948.9,0.069100425,0.657133109,Conservative,Stephen Harper,0.008154374
5/1/2015,29035.8,17782,1315.5,19097.5,9938.3,0.068883362,0.657722536,Conservative,Stephen Harper,0.007893531
6/1/2015,29063.9,17786.2,1316.9,19103.1,9960.8,0.068936455,0.657279305,Conservative,Stephen Harper,0.007711111
7/1/2015,29085.3,17827.7,1316,19143.7,9941.6,0.068743242,0.658191595,Conservative,Stephen Harper,0.007590192
8/1/2015,29106.1,17846.2,1347,19193.2,9912.9,0.070181106,0.659421908,Conservative,Stephen Harper,0.007521946
9/1/2015,29133.1,17825.7,1358.2,19183.9,9949.2,0.070798951,0.658491544,Conservative,Stephen Harper,0.007615978
10/1/2015,29153.7,17843.7,1331.2,19174.9,9978.8,0.069424091,0.657717545,Conservative,Stephen Harper,0.007725491
11/1/2015,29172.7,17820.7,1363.9,19184.6,9988.1,0.071093481,0.657621681,Transfer,Transfer,0.007793527
12/1/2015,29192.2,17819.3,1379.1,19198.4,9993.8,0.071834111,0.657655127,Liberal,Justin Trudeau,0.007951826
1/1/2016,29216.6,17819.1,1387,19206.1,10010.5,0.07221664,0.657369441,Liberal,Justin Trudeau,0.008435673
2/1/2016,29247.9,17824.7,1404.6,19229.3,10018.6,0.073044781,0.657459168,Liberal,Justin Trudeau,0.009070209
3/1/2016,29273.8,17861.6,1366.1,19227.7,10046.1,0.071048539,0.656822825,Liberal,Justin Trudeau,0.009434418
4/1/2016,29301.4,17873.2,1382.5,19255.7,10045.7,0.071796922,0.657159726,Liberal,Justin Trudeau,0.009808111
5/1/2016,29337.4,17874.6,1350.9,19225.5,10111.9,0.070266053,0.655323921,Liberal,Justin Trudeau,0.010387177
6/1/2016,29371.2,17890.3,1320.1,19210.4,10160.8,0.068717986,0.654055674,Liberal,Justin Trudeau,0.010573254
7/1/2016,29403.6,17870.2,1347.8,19218,10185.6,0.070132168,0.653593438,Liberal,Justin Trudeau,0.010943673
8/1/2016,29442.2,17924.2,1342.1,19266.3,10175.9,0.069660495,0.654377051,Liberal,Justin Trudeau,0.011547408
9/1/2016,29471.1,17972,1357.5,19329.5,10141.6,0.070229442,0.655879828,Liberal,Justin Trudeau,0.011601924
10/1/2016,29497.7,18015.8,1348.6,19364.4,10133.3,0.069643263,0.656471522,Liberal,Justin Trudeau,0.011799531
11/1/2016,29522.6,18013.4,1341.7,19355.1,10167.5,0.069320231,0.655602826,Liberal,Justin Trudeau,0.01199409
12/1/2016,29546.7,18050.8,1357.2,19408,10138.7,0.069929926,0.656858465,Liberal,Justin Trudeau,0.012143655
1/1/2017,29579.6,18133.3,1317.2,19450.5,10129.1,0.067720624,0.657564673,Liberal,Justin Trudeau,0.012424444
2/1/2017,29605.3,18147,1291.6,19438.6,10166.7,0.066445114,0.656591894,Liberal,Justin Trudeau,0.012219681
3/1/2017,29635.8,18163.4,1307.9,19471.3,10164.5,0.067170656,0.657019551,Liberal,Justin Trudeau,0.012366006
4/1/2017,29667.1,18182.3,1265,19447.3,10219.8,0.06504759,0.655517391,Liberal,Justin Trudeau,0.012480632
5/1/2017,29706.9,18235.2,1292.2,19527.4,10179.5,0.066173684,0.657335501,Liberal,Justin Trudeau,0.012594845
6/1/2017,29740.8,18269.1,1262.1,19531.2,10209.6,0.064619685,0.656714009,Liberal,Justin Trudeau,0.012583756
7/1/2017,29778.3,18290.6,1237.8,19528.4,10249.9,0.063384609,0.655792977,Liberal,Justin Trudeau,0.012743338
8/1/2017,29824,18335.7,1204.9,19540.6,10283.4,0.061661361,0.655197157,Liberal,Justin Trudeau,0.012967781
9/1/2017,29859,18332.8,1215.5,19548.3,10310.7,0.06217932,0.654687029,Liberal,Justin Trudeau,0.013162047
10/1/2017,29892.9,18371.2,1231.8,19603,10289.9,0.062837321,0.655774448,Liberal,Justin Trudeau,0.013397655
11/1/2017,29925.3,18439.3,1184.2,19623.5,10301.8,0.060346014,0.655749483,Liberal,Justin Trudeau,0.013640398
12/1/2017,29956.7,18516.1,1156.9,19673,10283.7,0.058806486,0.656714525,Liberal,Justin Trudeau,0.013876338
1/1/2018,30001.3,18435.9,1168.6,19604.5,10396.8,0.059608763,0.653455017,Liberal,Justin Trudeau,0.014256447
2/1/2018,30032.2,18459,1163.2,19622.2,10410,0.059279795,0.653372047,Liberal,Justin Trudeau,0.014419715
3/1/2018,30069.2,18515.4,1155.9,19671.3,10397.9,0.058760733,0.654200976,Liberal,Justin Trudeau,0.014624205
4/1/2018,30117.6,18501.4,1170,19671.4,10446.2,0.059477211,0.653152974,Liberal,Justin Trudeau,0.015185171
5/1/2018,30156.6,18492.4,1182.1,19674.5,10482.1,0.060082848,0.652411081,Liberal,Justin Trudeau,0.015137897
6/1/2018,30197.4,18539.4,1203.1,19742.5,10454.9,0.060939597,0.653781451,Liberal,Justin Trudeau,0.015352647
7/1/2018,30249.6,18605.7,1155.5,19761.2,10488.4,0.05847317,0.653271448,Liberal,Justin Trudeau,0.015826961
8/1/2018,30289.2,18552.2,1178.6,19730.8,10558.4,0.05973402,0.651413705,Liberal,Justin Trudeau,0.015598176
9/1/2018,30328.1,18619.2,1166.9,19786.1,10542,0.058975746,0.652401568,Liberal,Justin Trudeau,0.015710506
